"engine_name","version","family","pillar","phase","status","is_used","path_rel","module","sha256","size_bytes","summary","imports_local","external_apis","layers_emitted","risks"
"x6030_product_ecosystem","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x6030_product_ecosystem.py","engines.nutrition_intelligence.x6030_product_ecosystem","3e633d24b3a265be9b04bfbbb985399de47f8e9404825e0577c79a9c0619b924","12177","x6030 — PRODUCT_ECOSYSTEM_CONNECTOR","","","","LEGACY non-conforme à BCE-4X"
"x7000_supplier_product_engine","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/nutrition_intelligence/x7000_supplier_product_engine.py","engines.nutrition_intelligence.x7000_supplier_product_engine","515002deb9cfa2b778d08be028019933a2b88443951319a853718f9aaed9bc07","9953","x7000 — SUPPLIER_PRODUCT_ENGINE (MongoDB)","","","","LEGACY non-conforme à BCE-4X"
"__init__","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/post_smoothing/__init__.py","engines.post_smoothing.__init__","d8bea42c1665da903f0b0ba3bb945768efa896bf5949be1353c1ef0b46c9c9e2","283","post_smoothing — Module institutionnel HORS registre V30.","","","","LEGACY non-conforme à BCE-4X"
"__init__","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/relocation/__init__.py","engines.relocation.__init__","70a5257b66fa238aef59001f182349e8bbc5e4e622fa8056ae66e8455193bb3f","121","","","","","LEGACY non-conforme à BCE-4X"
"router","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/relocation/router.py","engines.relocation.router","3f826f109d86425f631d7a0153f960e48b954a068431fe25eb913d476d3479a3","4688","BCE-4X BLOC 3 — RELOCALISATION AUTOMATIQUE API","engines.relocation.relocation_engine|engines.corridor_unified.corridor_builder","GET /status|POST /evaluate","","LEGACY non-conforme à BCE-4X"
"ENGINE-V7","—","V7","LEGACY","V7","INACTIF_LEGACY","False","engines/spatial_engine_v7/__init__.py","engines.spatial_engine_v7.__init__","5776153084c2e9b097b8255f85c10616c83307a94170eff660965fd4ac37041f","53","","","","","LEGACY non-conforme à BCE-4X"
"ENGINE-V7","—","V7","LEGACY","V7","INACTIF_LEGACY","False","engines/spatial_engine_v7/router.py","engines.spatial_engine_v7.router","adcd1b22918466eb3f05e0d40618feae49d087c4a010eb28c3c28b8e1f817968","30360","SPATIAL-ENGINE-V7 — Moteur geospatial central","","GET /scoring|GET /vision-scoring|GET /zones|GET /heatmap|GET /status|GET /amenagement","corridors|zones|salines|hotspots","LEGACY non-conforme à BCE-4X"
"__init__","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/supra_advanced/__init__.py","engines.supra_advanced.__init__","06bbb37510fa098d2261e6a97008a0df59d9f1d45c7bb6bc65359d0d2fcd7558","36","","","","","LEGACY non-conforme à BCE-4X"
"router","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/supra_advanced/router.py","engines.supra_advanced.router","e59bb9491b2c35b9de146bf86697f4bd0f5a8eca599a4161296abedbb7f3e8df","11568","SUPRA Advanced Engines — BCE-4X / STEEVE-MAX","engines.weather_v3.router","GET /recommendations|GET /weather-terrain-correlation|GET /risk-assessment|GET /terrain-relevance","","LEGACY non-conforme à BCE-4X"
"ENGINE-V7","—","V7","LEGACY","V7","INACTIF_LEGACY","False","engines/supra_engine_v7/__init__.py","engines.supra_engine_v7.__init__","f22160ec405072494e0ab0c67c73d85e1eb559fb1c0894d08bbb37384d729a94","52","","","","","LEGACY non-conforme à BCE-4X"
"ENGINE-V7","—","V7","LEGACY","V7","INACTIF_LEGACY","False","engines/supra_engine_v7/router.py","engines.supra_engine_v7.router","853c38ba273a98409bfe84098104a5279ef5d60db72a38818ccea7c65a6f0d52","13823","SUPRA-ENGINE-V7 — Moteur decisionnel central","","POST /fiche|GET /status|GET /compare|POST /analyse|POST /recommande|POST /commande","","LEGACY non-conforme à BCE-4X"
"__init__","—","LEGACY","LEGACY","?","INACTIF_LEGACY","False","engines/terrain_nav/__init__.py","engines.terrain_nav.__init__","ed8a4f58a9e3a795ba23de3bf7a46d646778bb79efa4bdccd85d22b7574377af","7041","BCE-4X Phase 2.5 — TERRAIN NAV ENGINE (TNE)","engines.bdre.health_monitor|engines.bdre.anomaly_detector|engines.bdre","","","LEGACY non-conforme à BCE-4X"
"__init__","—","V3","LEGACY","V3","INACTIF_LEGACY","False","engines/weather_v3/__init__.py","engines.weather_v3.__init__","07356eb74fd40746885ba4e65bfa1078c412e0183d0ddad801e40070a2bb827d","31","","","","","LEGACY non-conforme à BCE-4X"
